,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1_Expected Annual Damage,A.1_Dike Investment Costs,A.1_Expected Number of Deaths,A.2_Expected Annual Damage,A.2_Dike Investment Costs,A.2_Expected Number of Deaths,A.3_Expected Annual Damage,A.3_Dike Investment Costs,A.3_Expected Number of Deaths,A.4_Expected Annual Damage,A.4_Dike Investment Costs,A.4_Expected Number of Deaths,A.5_Expected Annual Damage,A.5_Dike Investment Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
3004,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,2,0,6,6,6,6,7,4,3,5,1,5,2,4,0.0,37255203.23710208,0.0,0.0,245685456.69229835,0.0,0.0,114129776.63094811,0.0,20113001.36613309,28966176.122928537,0.00627539353672388,0.0,111527425.78003494,0.0,1208900000.0,0.0
3005,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,2,1,3,5,0,2,1,5,5,5,5,0,5,5,3,0.0,118999454.50282377,0.0,0.0,110061574.43848997,0.0,0.0,85312516.46889904,0.0,5465055.079445338,24162426.948826768,0.0006729913086801926,0.0,122534933.30230847,0.0,1289900000.0,149.14384720025316
3006,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,5,5,7,6,1,0,7,6,2,7,4,4,0,1,2,0.0,213168125.67203605,0.0,0.0,112832601.01821715,0.0,0.0,108256283.37658635,0.0,2585602.588232029,40558098.97898989,0.0009575214410283046,162474059.56882218,53557815.768892445,0.10552660302043337,1255200000.0,0.0
3007,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,5,6,5,3,2,2,4,7,3,5,3,5,3,0,0.0,162790738.81847763,0.0,0.0,172028317.80878067,0.0,1020034.2052954672,92271720.4414396,0.0002121409849205941,30953431.038430266,31756465.62997268,0.0014026151900376415,0.0,72580607.18485624,0.0,619700000.0,1493.3296260820357
3008,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,3,0,1,0,6,5,3,1,9,5,3,1,0,3,2,2,0.0,32694901.094161935,0.0,0.0,207960794.1589621,0.0,7228543.474320211,102594705.98687054,0.0011907633888305793,84953154.6122593,15444563.06553661,0.003326759209173344,0.0,93477874.34219648,0.0,833300000.0,5110.0399361353875
3009,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,4,2,1,1,4,2,6,4,2,6,2,2,0,3,0.0,90462322.17815001,0.0,0.0,134864606.27476475,0.0,0.0,90295134.6959387,0.0,34479070.312602386,30386660.47440341,0.010049306521659388,44195853.21044278,60039471.119519606,0.029342586705206706,1086000000.0,0.0
3010,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,2,6,4,5,0,2,2,1,4,7,7,3,3,5,2,0,0.0,194778344.05993843,0.0,3834679.513867712,88613111.95505467,0.0004254841416971147,0.0,88086831.49421212,0.0,2570249.1996378433,36785763.35688788,0.00014209926874794937,0.0,69299973.72589847,0.0,868200000.0,235.8689098080663
3011,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,3,2,1,0,0,4,4,3,4,4,0,4,3,2,5,3,0.0,72222705.9376919,0.0,3834679.513867712,114392792.32657647,0.0003403873133576917,0.0,86806179.74687824,0.0,62929692.236319,19364628.02360858,0.002044374729440977,0.0,105203868.60890788,0.0,1426700000.0,3984.472325252588
3012,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,3,4,2,2,2,2,0,0,5,3,2,2,4,3,3,7,0.0,136038794.21624202,0.0,0.0,88613111.95505467,0.0,7204579.8109423425,57423135.62296812,0.0011837599429352192,98620893.27940653,26263660.448536433,0.003650257062903593,0.0,117986508.97214425,0.0,660100000.0,5997.094188904698
3013,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,3,5,5,1,7,1,5,4,7,5,6,1,2,3,0.0,101988088.03595176,0.0,0.0,194342742.03414834,0.0,1000007.1680694814,82382551.18460554,0.0004915794952702245,1866859.1216153714,47102409.48652041,0.00024520044032013815,81698956.41715707,87128285.30609007,0.01931717537709982,906500000.0,2037.6381414169928
3014,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,3,0,0,7,0,3,1,6,5,3,4,1,1,7,2,0.0,42291505.65437629,0.0,0.0,133844205.0086204,0.0,7264488.969387015,89205640.38375047,0.003603805673020861,21876086.906564206,27173665.908137284,0.0024795401336801326,3330655.1769054187,106824032.87434787,0.0007663980524668217,1262800000.0,814.2723566114613
3015,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,3,0,6,0,3,6,3,3,0,5,4,2,7,5,3,2,0.0,60717312.84309486,0.0,0.0,185628313.09170392,0.0,0.0,56050655.355505094,0.0,30088766.5647112,35529111.17179745,0.0012126251650994462,0.0,108663782.25626409,0.0,563500000.0,1705.3514936431945
3016,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,4,4,0,2,0,5,4,0,3,2,1,5,6,2,0.0,138778943.76610827,0.0,3901853.970401827,42818415.6714978,0.0029305027392600128,0.0,60031921.43603267,0.0,45686198.258199014,24040200.774297733,0.014356571903224459,0.0,124227868.29395393,0.0,972400000.0,0.0
3017,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,4,3,0,5,3,2,1,5,2,2,5,0,5,2,1,0.0,96223098.04916811,0.0,0.0,172028317.80878067,0.0,0.0,77200940.92981233,0.0,67176480.12198421,19170235.12681486,0.007413508171955459,0.0,100976099.9599088,0.0,606200000.0,1901.1871238241245
3018,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,3,5,6,0,0,2,6,6,4,5,4,6,3,5,1,0.0,181430221.6229285,0.0,7803707.940803654,42818415.6714978,0.0058610054785200255,0.0,109326246.96952954,0.0,10423333.673049143,39568339.24242337,0.003466235717357207,677796.6561020254,103676488.2943315,0.0004458825149883866,1141600000.0,0.0
3019,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,6,0,3,5,5,0,9,5,7,2,5,0,6,1,2,0.0,112454988.58836943,0.0,0.0,129688488.72986558,0.0,0.0,134352436.64060292,0.0,67176480.12198421,19170235.12681486,0.007413508171955459,0.0,105794085.12385008,0.0,793300000.0,1901.1871238241245
3020,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,3,6,5,5,1,5,0,3,5,2,7,5,2,0,7,3,0.0,204851657.20973802,0.0,544407.9317451246,99685318.93337613,4.913768739076511e-05,0.0,85054883.18146463,0.0,4072861.1287757135,39238675.21442496,0.00018554338311763282,280455299.15185326,82593104.13074732,0.021876520719280635,1051100000.0,14432.324921030951
3021,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,4,2,0,6,5,0,6,5,1,0,5,2,2,1,2,0.0,90462322.17815001,0.0,0.0,138724961.8150669,0.0,0.0,96005792.06789789,0.0,95901749.97630572,19742157.81013341,0.029087791520784508,677796.6561020254,84858815.16174372,0.0004458825149883866,678000000.0,0.0
3022,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,3,7,4,2,5,6,0,2,5,2,3,3,1,3,4,0,0.0,182588475.12473074,0.0,0.0,137537273.74406102,0.0,0.0,81013849.68203819,0.0,45133239.40483027,25535950.208077375,0.001770062331561712,0.0,67268466.33257627,0.0,916200000.0,2580.875579744036
3023,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,6,0,3,5,6,4,5,2,5,0,2,6,3,0.0,95486976.46933737,0.0,3834679.513867712,113553565.23269883,0.001021161940073075,0.0,103998319.23120488,0.0,25137575.09161029,19170235.12681486,0.0024827578970884018,0.0,110363036.94174516,0.0,1465000000.0,813.6964532595179
3024,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,5,5,7,5,0,5,5,6,0,2,4,3,2,1,0.0,154539421.81426284,0.0,0.0,148478841.59446153,0.0,0.0,106802638.40431869,0.0,71283675.86079273,17701182.393370774,0.01896421084786438,0.0,90472013.62775448,0.0,1262800000.0,0.0
3025,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,9,0,6,7,6,6,3,2,5,0,2,7,2,0.0,85264360.79025151,0.0,3901853.970401827,155736187.608082,0.0029305027392600128,0.0,106025710.87762618,0.0,41839629.53120232,19170235.12681486,0.012411251539428323,0.0,112159774.33398986,0.0,1057000000.0,0.0
3026,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,3,5,4,2,0,5,5,5,5,0,4,5,2,0.0,76431543.68310125,0.0,0.0,180467612.40608278,0.0,7168634.3158755405,62865075.42438113,0.009777123117434826,5361281.498261087,24162426.948826768,0.0018005259133877512,6040424.624394086,112645910.09370865,0.004027536114222315,1210600000.0,0.0
3027,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,2,1,0,7,1,2,1,8,6,3,4,1,5,2,3,0.0,72222705.9376919,0.0,0.0,177725050.68724,0.0,0.0,101344174.45167941,0.0,34650699.80868338,27173665.908137284,0.0038725008582213213,0.0,107699564.31150614,0.0,1033800000.0,979.0600615199228
3028,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,3,4,0,2,3,2,0,5,5,6,5,1,0,1,6,2,0.0,90462322.17815001,0.0,0.0,95202239.80249318,0.0,0.0,106802638.40431869,0.0,19624528.292078126,18545877.781152677,0.0008149716541748817,139492198.05427286,101577994.71398854,0.010673058981991192,1172300000.0,8334.633450780615
3029,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,3,0,7,5,6,6,3,1,6,5,3,7,0,5,0,2,0.0,136422954.7271911,0.0,0.0,218443626.505055,0.0,1000007.1680694814,89205640.38375047,0.00016385983175674148,19132062.94324305,24227584.784522224,0.0007076000100606663,7487509.186175714,69299973.72589847,0.0006153645254682902,991100000.0,1508.4097782361762
3030,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,3,3,7,3,4,0,3,1,1,6,4,1,7,2,3,2,0.0,176837172.6879249,0.0,0.0,108083458.32956028,0.0,1001676.0878383135,74873527.29253098,0.00016434757810505264,30340977.24018904,33795874.51261623,0.0011827677970934103,0.0,92662769.00512359,0.0,1037400000.0,1777.027017975627
3031,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,3,3,0,0,2,2,7,0,5,4,3,3,4,2,6,0,0.0,42291505.65437629,0.0,0.0,172475009.41479808,0.0,7180616.147564474,60031921.43603267,0.001176756497039859,35129912.32754314,29664045.303329118,0.00129624843898933,0.0,70651299.48955701,0.0,1390100000.0,2293.945876197929
3032,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,2,5,7,5,4,0,5,7,3,3,3,0.0,32694901.094161935,0.0,0.0,148237545.19355452,0.0,0.0,110171654.06620932,0.0,47318047.24159336,27939401.706900492,0.01229754603153163,0.0,101052794.97906452,0.0,1208900000.0,0.0
3033,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,4,1,5,5,5,0,10,5,7,1,5,1,2,0,1,0.0,149092072.88558653,0.0,0.0,129688488.72986558,0.0,0.0,141161697.32498336,0.0,81779053.68805835,25500406.6032173,0.008809224628259116,52692008.80783455,54355764.74753119,0.012507335460092155,575500000.0,3597.2713291904165
3034,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,3,2,0,6,2,5,4,5,5,3,5,0,5,5,0,0.0,83497824.69174261,0.0,0.0,196159167.786688,0.0,0.0,98311612.93042651,0.0,39018390.61357334,20696082.48629594,0.00454945488935846,0.0,80062858.44864091,0.0,777700000.0,1084.578007977527
3035,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,3,3,5,6,1,1,5,7,2,6,2,1,3,5,2,0.0,155095982.0351453,0.0,0.0,161218867.4218822,0.0,0.0,102456829.1637007,0.0,5675498.541037274,29826314.78444877,0.00207651661615591,3285838.7257951424,107001136.7949155,0.0021575490434840305,650400000.0,0.0
3036,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,2,3,4,6,4,0,2,5,6,0,3,5,7,3,4,3,0.0,172031210.62315285,0.0,0.0,102336429.85235605,0.0,0.0,65941184.48239788,0.0,36870936.93851887,39355934.066431485,0.0017671243847041627,0.0,105668056.91818394,0.0,777700000.0,1712.7537488219211
3037,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,2,3,0,4,3,4,5,2,7,6,0,1,0,1,3,1,0.0,95213987.28559849,0.0,0.0,182023629.8101266,0.0,0.0,101253886.02194163,0.0,145231294.75331822,6320800.309666242,0.00566861818336899,0.0,85064701.79229271,0.0,1014200000.0,7191.271990790898
3038,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,3,2,3,4,1,3,0,5,6,6,3,5,3,2,7,0,0.0,139087453.71415257,0.0,0.0,87722647.49511826,0.0,0.0,111380131.5841473,0.0,30953431.038430266,31756465.62997268,0.001122092152030113,0.0,74843606.29614219,0.0,929600000.0,1822.3201315513672
3039,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,4,0,7,0,2,0,1,5,3,3,4,3,2,5,0,0.0,125788764.77143934,0.0,3882661.268534937,42818415.6714978,0.0029036622265135614,7194525.3954019,79684620.92812404,0.009840179271724241,32393689.71914019,29871759.256855987,0.00982041520039059,0.0,66804278.02330021,0.0,1224500000.0,0.0
3040,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,4,2,2,0,2,3,3,7,5,4,7,2,4,5,3,3,0.0,77099991.75787257,0.0,0.0,150581511.46309096,0.0,0.0,110171654.06620932,0.0,5135204.392793352,36656511.13181695,0.00023774913022097272,5846027.061294277,112292344.63704439,0.000476652207371554,1031500000.0,637.5862689421999
3041,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,3,3,5,5,0,6,0,5,5,4,0,5,1,3,0,3,0.0,172605360.86567047,0.0,532378.0633764667,66045103.44010488,4.7118871045720177e-05,0.0,99812354.8048251,0.0,66671509.359636106,18545877.781152677,0.002179060864989594,0.0,63921995.57957761,0.0,898900000.0,4069.103349903836
3042,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,3,4,0,3,2,2,0,0,1,2,7,3,0,4,0,2,0.0,96223098.04916811,0.0,0.0,88613111.95505467,0.0,22148093.19608429,43224599.14167526,0.0036258878215171928,3939908.8711689766,24956580.074387155,0.00017495147980289236,153363113.08327374,64922482.303728715,0.012516896413288167,748700000.0,8249.771747842853
3043,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,4,1,5,6,3,0,1,5,5,4,3,0,3,2,3,0.0,149092072.88558653,0.0,0.0,124573879.8096008,0.0,1005013.9273759777,85312516.46889904,0.0013776922566806245,23384339.923814673,19364628.02360858,0.007477651035233325,14780647.752191013,96758507.80115426,0.010023304613953593,1513000000.0,0.0
3044,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,6,7,0,2,2,1,4,1,4,3,5,2,0,3,2,0.0,144075745.84278923,0.0,0.0,132359804.95906831,0.0,0.0,80856249.44564922,0.0,30953431.038430266,30289328.11913395,0.003366276456090339,36855222.77627664,60854576.45659251,0.008757565800424688,952800000.0,1768.3162139341657
3045,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,3,7,3,5,7,5,2,2,5,2,5,5,0,5,2,3,0.0,197170433.52468663,0.0,0.0,212561147.23340675,0.0,0.0,81013849.68203819,0.0,8877406.019229827,24162426.948826768,0.00035953216548140904,0.0,107699564.31150614,0.0,1098800000.0,502.30730810875184
3046,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,3,5,3,5,1,2,5,7,5,6,0,3,2,2,0,2,0.0,174617949.37465692,0.0,3901853.970401827,148237545.19355452,0.0003516603287112015,0.0,117647827.79553828,0.0,117459256.96654385,16563094.679399516,0.004159971744125161,0.0,57073405.013273194,0.0,1018700000.0,7125.018124895385
3047,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,6,0,5,1,6,0,1,5,5,2,5,0,0,7,3,0.0,126745040.65873201,0.0,0.0,106547043.08732629,0.0,0.0,85312516.46889904,0.0,50208466.71585497,19170235.12681486,0.015244004341152346,0.0,82593104.13074732,0.0,1029800000.0,0.0
3048,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,2,3,6,1,1,0,7,4,7,5,1,2,2,4,0.0,82486364.32617709,0.0,0.0,161218867.4218822,0.0,981649.0506123279,67626108.28683192,0.001320788516044324,1866859.1216153714,37725187.44862177,0.0006811123342226059,49879273.12358799,95251828.74083912,0.03310867880265837,1239600000.0,0.0
3049,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,2,1,3,5,4,0,3,6,5,1,3,5,5,2,7,3,0.0,138168009.3635082,0.0,0.0,108083458.32956028,0.0,0.0,96005792.06789789,0.0,36870936.93851887,35178390.70727274,0.0017671243847041627,0.0,115912327.79606873,0.0,831600000.0,1712.7537488219211
3050,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,3,0,2,4,1,7,0,1,5,0,4,2,0,2,4,3,0.0,88429031.37443781,0.0,0.0,114065823.89018795,0.0,0.0,50081750.628976494,0.0,30427598.335331924,18081997.288140487,0.001205949042692282,0.0,100406167.890069,0.0,983500000.0,1736.2055097369653
3051,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,5,5,0,6,1,2,5,5,3,6,0,4,2,3,0.0,117818559.7239252,0.0,3901853.970401827,112832601.01821715,0.0029305027392600128,0.0,89402604.69789341,0.0,30917587.907354258,22374727.640758883,0.009321329556156447,8845846.257760247,102053281.70321563,0.006130315655277927,1141600000.0,0.0
3052,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,3,0,5,4,0,0,1,0,1,6,5,5,3,0,4,3,0.0,110573595.57493308,0.0,7611780.922134752,38245121.951764055,0.0006711120421266604,988324.7296876564,52771009.1301844,0.00016044560731856347,10527107.254233394,35991610.23132749,0.0004242156127030656,177161114.94657925,68094717.76275629,0.013758523614841008,1118400000.0,9963.88054404679
3053,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,7,0,5,6,2,0,7,5,3,4,7,6,2,5,0.0,68139002.95605196,0.0,0.0,199502185.3342409,0.0,7156652.484186606,70656192.99188861,0.009747942092870825,37786816.855102524,37220127.657498375,0.012004303206386771,0.0,121999258.20261109,0.0,696700000.0,0.0
3054,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,3,0,2,0,7,6,6,6,7,4,4,2,1,2,3,3,0.0,37255203.23710208,0.0,0.0,259094268.1014499,0.0,0.0,114129776.63094811,0.0,24438092.578498375,25814602.496021114,0.0009340566961337332,0.0,95943402.46408135,0.0,1293500000.0,1413.6472373583424
3055,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,2,5,6,5,6,0,1,1,5,5,2,4,3,2,5,3,0.0,203903855.00021702,0.0,0.0,112832601.01821715,0.0,0.0,85312516.46889904,0.0,29337552.300737966,28042731.117693808,0.0012743011306813631,0.0,105203868.60890788,0.0,1239600000.0,1409.4956778495284
3056,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,5,1,2,1,5,5,4,5,0,5,4,3,0.0,32694901.094161935,0.0,0.0,157033933.49482566,0.0,0.0,85312516.46889904,0.0,22236677.867949653,22356212.824753046,0.007182963964204834,0.0,117228410.47358869,0.0,1336200000.0,0.0
3057,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,3,0,4,1,6,1,9,4,5,6,3,5,1,2,6,0,0.0,85246019.34861892,0.0,0.0,226687047.3907701,0.0,0.0,101830221.10162406,0.0,50387310.20399384,28966176.122928537,0.0019463146040675679,0.0,70651299.48955701,0.0,908600000.0,2893.3098641495417
3058,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,4,5,0,6,6,1,10,6,5,4,3,4,3,0.0,117680843.07115024,0.0,0.0,137537273.74406102,0.0,0.0,112171258.82480693,0.0,4482013.557186358,40157991.28163976,0.001594639212834504,3285838.7257951424,105668056.91818394,0.0021575490434840305,704300000.0,0.0
3059,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,2,2,6,6,7,1,4,4,2,5,1,5,2,2,0.0,77099991.75787257,0.0,0.0,256566302.71167576,0.0,1000007.1680694814,78838417.54582977,0.0013654985979728456,28746179.331603426,27167070.070984066,0.008349153275263737,0.0,104190896.12482566,0.0,1208900000.0,0.0
3060,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,2,4,2,5,2,0,5,4,4,0,5,6,3,5,0,0.0,134005503.41252983,0.0,0.0,110061574.43848997,0.0,0.0,95758396.59137589,0.0,47318047.24159336,25957753.651390065,0.004427116571351386,0.0,70917961.72350763,0.0,1208900000.0,1411.4335837137191
3061,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,2,0,2,4,1,5,7,7,6,5,4,6,0,7,4,2,0.0,88429031.37443781,0.0,0.0,189376403.10135323,0.0,0.0,118518738.69004363,0.0,23791638.992682863,24092218.720461875,0.0011760295522430836,0.0,126330956.54499272,0.0,612100000.0,1095.1337490825763
3062,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,4,3,7,5,3,0,0,4,2,4,6,6,4,0,2,0.0,182429960.0293684,0.0,0.0,116004983.79615441,0.0,25547254.673484463,51760044.33566119,0.03482965256319191,21530075.111136876,41704940.58229576,0.006830997766821528,37898993.813509464,64922482.303728715,0.025881972431068198,923800000.0,0.0
3063,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,3,2,6,5,6,6,3,6,6,5,0,1,3,3,0,2,0.0,172810210.38505024,0.0,0.0,218443626.505055,0.0,0.0,112910645.1005051,0.0,122805749.42217791,15063068.18035096,0.0040074198818943595,0.0,60854576.45659251,0.0,1057000000.0,7465.40217133574
3064,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,3,7,1,3,6,5,5,3,4,0,1,7,2,0.0,42291505.65437629,0.0,0.0,184298790.75256568,0.0,0.0,108305326.2918388,0.0,36479852.13708443,19176830.963968083,0.004103152874091243,12128247.871041767,106824032.87434787,0.0027757884850537744,1390100000.0,1334.9565959836275
3065,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,4,0,1,3,3,0,2,6,6,5,1,1,1,6,2,0.0,85246019.34861892,0.0,0.0,100759376.17493644,0.0,7312416.296142752,96831107.04896954,0.010127295412202838,17958666.80858422,26278482.989033304,0.006231010708361942,139492198.05427286,101577994.71398854,0.08894215818325994,923800000.0,0.0
3066,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,2,5,4,5,4,0,5,7,3,3,3,0.0,32694901.094161935,0.0,0.0,148237545.19355452,0.0,0.0,95070908.9808432,0.0,47318047.24159336,27939401.706900492,0.01229754603153163,0.0,101052794.97906452,0.0,1239600000.0,0.0
3067,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,5,6,1,1,5,5,2,5,1,5,5,1,0.0,66507014.9338145,0.0,0.0,192883917.5498058,0.0,0.0,85312516.46889904,0.0,65232438.065717176,27167070.070984066,0.0071655011372966405,0.0,115098409.19196975,0.0,854700000.0,1848.9151364244656
3068,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,4,3,4,1,3,0,1,5,2,2,5,0,0,0,3,0.0,156758492.85982162,0.0,0.0,87722647.49511826,0.0,1003345.0076071456,77200940.92981233,0.0013736277037780314,50208466.71585497,19170235.12681486,0.015244004341152346,91667682.72767144,30351526.042379983,0.05886933431768575,781300000.0,0.0
3069,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,3,4,7,0,3,3,2,2,0,3,5,3,3,5,1,0.0,181420849.26579878,0.0,3901853.970401827,100759376.17493644,0.0029305027392600128,0.0,45876507.22344398,0.0,36767163.3573346,31756465.62997268,0.011711934842859411,0.0,103676488.2943315,0.0,1321100000.0,0.0
3070,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,4,0,7,4,2,0,7,5,2,3,4,5,2,2,0,0.0,125788764.77143934,0.0,0.0,102336429.85235605,0.0,0.0,103832686.77117428,0.0,32497463.300324447,33180617.80632511,0.009889309588892264,25173235.817756996,57073405.013273194,0.016923762745354766,1224500000.0,0.0
3071,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,4,1,7,6,0,2,2,7,4,5,0,3,2,4,0,3,0.0,182604405.67073452,0.0,3901853.970401827,88613111.95505467,0.0003516603287112015,0.0,109301871.02003656,0.0,117355483.38535959,16563094.679399516,0.00415170441750496,0.0,68094717.76275629,0.0,800900000.0,8309.726399830712
3072,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,5,6,3,1,6,1,6,0,4,3,6,2,4,2,2,0.0,186999629.23812157,0.0,0.0,154933309.49099135,0.0,0.0,63699598.27434066,0.0,30063775.369605485,32295782.685246795,0.003238086875567418,1110955.86251835,98660546.19192025,0.0002752113169398964,952800000.0,887.1036838540821
3073,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,2,0,7,0,7,3,1,3,0,4,2,2,1,7,2,0,0.0,68139002.95605196,0.0,0.0,187362096.66437703,0.0,0.0,53401633.19836887,0.0,63778477.22645357,22403857.762533523,0.002923008756757625,0.0,79084435.94406682,0.0,983500000.0,3013.846267771747
3074,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,3,1,1,0,1,5,1,4,5,1,2,4,4,0.0,76431543.68310125,0.0,0.0,77797112.44472042,0.0,0.0,74915058.04785539,0.0,19132062.94324305,30908902.6371819,0.005896666750505553,1162426.7535344167,104107549.9660081,0.0008024547737379172,1457400000.0,0.0
3075,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,3,0,2,7,5,7,2,1,5,4,4,5,0,5,4,3,0.0,110130504.5881955,0.0,0.0,210219938.82131863,0.0,0.0,82382551.18460554,0.0,26485486.2165477,22356212.824753046,0.0010767296095686232,0.0,117228410.47358869,0.0,862300000.0,1492.450055884233
3076,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,3,0,1,4,6,6,3,2,7,1,4,5,2,3,2,6,0.0,82177854.37813279,0.0,0.0,218443626.505055,0.0,0.0,86235112.72888009,0.0,25371157.606072485,32277267.86924096,0.001020655603353899,16046643.625693284,108495777.96453533,0.0013214028987424934,862300000.0,2196.832355914674
3077,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,6,1,2,0,7,6,4,5,5,3,2,5,2,0.0,95486976.46933737,0.0,545744.5837860866,82526679.5239558,0.00014808600095397707,0.0,114811858.60797407,0.0,3809684.8398959353,35991610.23132749,0.00046255406800185903,28759992.381161205,101695200.42222738,0.006754216326537237,1736700000.0,815.4162580262146
3078,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,3,4,7,4,7,2,4,1,5,2,3,4,3,3,3,3,0.0,195032192.36459595,0.0,0.0,199687284.91196936,0.0,7276470.80107595,77200940.92981233,0.0012047702806213003,32393689.71914019,29871759.256855987,0.0011784498240468707,0.0,101052794.97906452,0.0,837500000.0,2142.5076742238703
3079,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,3,6,7,3,5,0,0,5,6,4,3,5,0,5,7,2,0.0,209532275.56374696,0.0,0.0,59410102.93073928,0.0,0.0,104150984.01288462,0.0,21093939.78902313,20696082.48629594,0.000798494438753065,0.0,130228550.45096281,0.0,1426700000.0,1223.335385455004
